,#,Country,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,Critical,Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/1M pop,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl,New Cases/1M pop,New Deaths/1M pop,Active Cases/1M pop,Population,lat,long,PopulationAffected,Cases Recovered,Cases Active,Mortality Rate
96,105.0,Mongolia,69022,"+1,312",324.0,+6,55157.0,+444,13541.0,126.0,20743.0,97.0,3018338.0,907084.0,Asia,48.0,10270.0,1.0,394.0,2.0,4069.0,3278000.0,46.862496,103.84665600000001,2.105613178767541,79.91220190663846,19.618382544695894,0.4694155486656428
97,106.0,Singapore,62223,+4,34.0,0,61740.0,+38,449.0,1.0,10558.0,6.0,12366898.0,2098450.0,Asia,95.0,173334.0,0.0,0.7,0,76.0,5850000.0,1.352083,103.819836,1.0636410256410256,99.22375970300371,0.7215981228806069,0.0546421741156807
98,107.0,Namibia,60329,+515,950.0,+14,52769.0,+123,6610.0,57.0,23349.0,368.0,454708.0,175985.0,Africa,43.0,2720.0,6.0,199.0,5.0,2558.0,2541000.0,-22.957639999999998,18.49041,2.3742227469500197,87.46871322249665,10.956588042235078,1.5746987352682789
99,110.0,Jamaica,49090,+59,988.0,+14,26828.0,+187,21274.0,7.0,16511.0,332.0,397972.0,133850.0,North America,61.0,3009.0,7.0,20.0,5.0,7155.0,2961000.0,18.109581,-77.297508,1.657885849375211,54.650641678549604,43.336728457934406,2.012629863515991
100,111.0,Ivory Coast,47511,0,306.0,0,47037.0,0,168.0,0,1761.0,11.0,654588.0,24257.0,Africa,568.0,88189.0,41.0,0,0,6.0,26378000.0,7.539989,-5.54708,0.18011600576237774,99.00233630106712,0.3536023236724127,0.6440613752604659
101,112.0,Senegal,41796,+71,1150.0,0,40365.0,+42,281.0,7.0,2437.0,67.0,532161.0,31022.0,Africa,410.0,14917.0,32.0,4.0,0,16.0,16744000.0,14.497401000000002,-14.452361999999999,0.24961777353081702,96.57622739018088,0.6723131400133985,2.751459469805723
102,115.0,Cambodia,36240,+729,289.0,+11,29047.0,+398,6904.0,0,2140.0,17.0,1208237.0,71346.0,Asia,467.0,58598.0,14.0,43.0,0.6,408.0,16719000.0,12.565679,104.990963,0.2167593755607393,80.15176600441501,19.05077262693157,0.7974613686534217
103,116.0,Sudan,36122,0,2711.0,0,29812.0,0,3599.0,0,806.0,61.0,232965.0,5200.0,Africa,1240.0,16526.0,192.0,0,0,80.0,43849000.0,12.862807,30.217636,0.08237816141759219,82.53142129450197,9.963457172914014,7.50512153258402
104,119.0,DRC,33956,+379,821.0,+4,27794.0,0,5341.0,0,369.0,9.0,166731.0,1811.0,Africa,2712.0,112167.0,552.0,4.0,0.04,58.0,89561000.0,-4.038333000000001,21.758664000000003,0.03791382409754246,81.8529862174579,15.729178937448463,2.4178348450936507
105,121.0,Malta,30573,+1,419.0,0,30086.0,+2,68.0,0,69069.0,947.0,945642.0,2136349.0,Europe,14.0,1056.0,0.0,2.0,0,154.0,442000.0,35.937496,14.375416,6.9169683257918555,98.40709122428287,0.22241847381676644,1.3704903019003696
106,122.0,Australia,30210,+6,910.0,0,29156.0,0,144.0,1.0,1172.0,35.0,19046031.0,738901.0,Australia/Oceania,853.0,28325.0,1.0,0.2,0,6.0,25500000.0,-25.274398,133.775136,0.11847058823529412,96.51108904336313,0.4766633565044687,3.0122476001324063
107,123.0,Trinidad and Tobago,27533,+454,616.0,+17,17048.0,+401,9869.0,22.0,19614.0,439.0,204490.0,145676.0,North America,51.0,2279.0,7.0,323.0,12.0,7031.0,1399000.0,10.691803,-61.222503,1.968048606147248,61.91842516253223,35.84425961573385,2.2373152217339194
108,124.0,Rwanda,27434,0,364.0,0,26277.0,0,793.0,7.0,2070.0,27.0,1478879.0,111607.0,Africa,483.0,36403.0,9.0,0,0,60.0,12952000.0,-1.940278,29.873888,0.21181284743668932,95.78260552598965,2.8905737406138368,1.3268207333965154
109,125.0,Réunion,27235,0,212.0,0,25088.0,0,1935.0,35.0,30218.0,235.0,102720.0,113971.0,Africa,33.0,4251.0,9.0,0,0,2147.0,895000.0,21.115141,55.536384,3.043016759776536,92.11676152010281,7.104828345878465,0.7784101340187259
110,126.0,French Guiana,25093,0,129.0,0,9995.0,0,14969.0,32.0,82036.0,422.0,263970.0,862988.0,South America,12.0,2371.0,1.0,0,0,48938.0,299000.0,3.9338889999999997,-53.125781999999994,8.392307692307693,39.83182560873551,59.654086797114736,0.5140875941497629
111,128.0,Gabon,24651,0,154.0,0,23180.0,0,1317.0,17.0,10838.0,68.0,827114.0,363632.0,Africa,92.0,14770.0,3.0,0,0,579.0,2226000.0,-0.803689,11.609444,1.107412398921833,94.032696442335,5.342582451016186,0.6247211066488175
112,129.0,Guinea,23312,0,164.0,0,21382.0,0,1766.0,24.0,1731.0,12.0,455682.0,33845.0,Africa,578.0,82096.0,30.0,0,0,131.0,13133000.0,9.945587,-9.696645,0.17750704332597275,91.7210020590254,7.575497597803706,0.7035003431708992
113,131.0,Mauritania,19895,0,470.0,0,18891.0,0,534.0,16.0,4177.0,99.0,277813.0,58324.0,Africa,239.0,10135.0,17.0,0,0,112.0,4650000.0,21.00789,-10.940835,0.4278494623655914,94.95350590600653,2.684091480271425,2.3624026137220406
114,132.0,French Polynesia,18902,0,142.0,0,18736.0,0,24.0,1.0,66927.0,503.0,26355.0,93316.0,Australia/Oceania,15.0,1989.0,11.0,0,0,85.0,281000.0,-17.679742,-149.40684299999998,6.726690391459075,99.12178605438578,0.12697069093217647,0.7512432546820442
115,133.0,Eswatini,18680,0,674.0,0,17912.0,0,94.0,10.0,15947.0,575.0,214423.0,183051.0,Africa,63.0,1738.0,5.0,0,0,80.0,1160000.0,-26.497615999999997,31.355666999999997,1.610344827586207,95.88865096359743,0.5032119914346895,3.6081370449678802
116,134.0,Guyana,17805,0,416.0,0,15628.0,0,1761.0,17.0,22535.0,527.0,162866.0,206133.0,South America,44.0,1899.0,5.0,0,0,2229.0,787000.0,4.860416000000001,-58.93018000000001,2.2623888182973317,87.77309744453805,9.890480202190396,2.3364223532715527
117,135.0,Suriname,17041,0,363.0,0,12888.0,0,3790.0,33.0,28808.0,614.0,67284.0,113743.0,South America,35.0,1630.0,9.0,0,0,6407.0,587000.0,3.9193050000000005,-56.02778299999999,2.9030664395229984,75.62936447391586,22.240478845138195,2.130156680945954
118,137.0,Guadeloupe,16530,0,221.0,0,2250.0,0,14059.0,29.0,41306.0,552.0,201479.0,503461.0,North America,24.0,1811.0,2.0,0,0,35131.0,400000.0,16.995971,-62.067641,4.1325,13.611615245009073,85.05142165759226,1.336963097398669
119,141.0,Andorra,13781,0,127.0,0,13557.0,0,97.0,3.0,178093.0,1641.0,193595.0,2501842.0,Europe,6.0,609.0,0.0,0,0,1254.0,77000.0,42.546245,1.6015540000000001,17.897402597402596,98.37457368841159,0.703867643857485,0.9215586677309339
120,142.0,Togo,13563,+12,126.0,+1,13275.0,+10,162.0,0,1603.0,15.0,342733.0,40516.0,Africa,624.0,67137.0,25.0,1.0,0.1,19.0,8279000.0,8.619543,0.824782,0.16382413334943832,97.87657597876576,1.1944260119442602,0.92899800928998
121,143.0,Burkina Faso,13454,0,167.0,0,13268.0,0,19.0,0,628.0,8.0,191065.0,8913.0,Africa,1593.0,128358.0,112.0,0,0,0.9,20903000.0,12.238333,-1.561593,0.06436396689470411,98.61751152073732,0.14122194143005798,1.2412665378326149
122,147.0,Curaçao,12281,0,123.0,0,12137.0,0,21.0,4.0,74556.0,747.0,115182.0,699255.0,North America,13.0,1339.0,1.0,0,0,127.0,164000.0,12.16957,-68.990021,7.488414634146341,98.8274570474717,0.1709958472437098,1.001547105284586
123,148.0,Martinique,12110,0,98.0,0,98.0,0,11914.0,5.0,32294.0,261.0,186858.0,498299.0,North America,31.0,3826.0,2.0,0,0,31771.0,375000.0,14.641528,-61.024174,3.2293333333333334,0.8092485549132947,98.38150289017341,0.8092485549132947
124,151.0,Taiwan,11968,+275,333.0,+25,1133.0,0,10502.0,0,502.0,14.0,1197200.0,50182.0,Asia,1993.0,71643.0,20.0,12.0,1.0,440.0,23817000.0,23.69781,120.96051499999999,0.0502498215560314,9.466911764705882,87.75066844919786,2.7824197860962565
125,152.0,Hong Kong,11873,+4,210.0,0,11587.0,+3,76.0,1.0,1572.0,28.0,16710131.0,2212140.0,Asia,636.0,35971.0,0.0,0.5,0,10.0,7497000.0,22.396428,114.10949699999999,0.1583700146725357,97.59117325023162,0.6401078076307589,1.7687189421376233
126,154.0,Aruba,11064,0,107.0,0,10911.0,0,46.0,14.0,103219.0,998.0,169163.0,1578160.0,North America,10.0,1002.0,1.0,0,0,429.0,107000.0,12.52111,-69.968338,10.34018691588785,98.61713665943601,0.41576283441793205,0.9671005061460594
127,157.0,Vietnam,9565,+407,55.0,0,3636.0,+89,5874.0,0,97.0,0.6,6282417.0,64004.0,Asia,10262.0,1784672.0,16.0,4.0,0,60.0,97339000.0,14.058323999999999,108.277199,0.009826482704774037,38.01359121798223,61.411395713538944,0.575013068478829
128,164.0,Iceland,6612,0,30.0,0,6530.0,0,52.0,2.0,19259.0,87.0,689619.0,2008712.0,Europe,52.0,11444.0,0.0,0,0,151.0,341000.0,64.96305100000001,-19.020835,1.9390029325513196,98.75983061101027,0.7864488808227466,0.4537205081669692
129,167.0,Saint Lucia,5148,0,80.0,0,4930.0,0,138.0,0,27916.0,434.0,49557.0,268730.0,North America,36.0,2305.0,4.0,0,0,748.0,184000.0,13.909444,-60.97889300000001,2.7978260869565217,95.76534576534577,2.6806526806526807,1.554001554001554
130,168.0,San Marino,5090,0,90.0,0,4998.0,0,2.0,0,149715.0,2647.0,66865.0,1966733.0,Europe,7.0,378.0,1.0,0,0,59.0,34000.0,43.94236,12.457777,14.97058823529412,98.19253438113948,0.03929273084479371,1.768172888015717
131,172.0,Gibraltar,4304,+2,94.0,0,4199.0,0,11.0,0,127783.0,2791.0,261858.0,7774420.0,Europe,8.0,358.0,0.0,59.0,0,327.0,34000.0,36.137741,-5.345374,12.658823529411764,97.56040892193309,0.2555762081784387,2.184014869888476
132,174.0,Channel Islands,4076,0,86.0,0,3956.0,0,34.0,0,23244.0,490.0,454413.0,2591315.0,Europe,43.0,2039.0,0.0,0,0,194.0,174000.0,33.998028000000005,-119.772949,2.342528735632184,97.0559371933268,0.8341511285574091,2.1099116781158
133,178.0,Liechtenstein,3022,0,58.0,0,2945.0,+1,19.0,4.0,79048.0,1517.0,45301.0,1184959.0,Europe,13.0,659.0,1.0,0,0,497.0,38000.0,47.166000000000004,9.555373,7.9526315789473685,97.45201853077432,0.628722700198544,1.9192587690271343
134,179.0,New Zealand,2696,+4,26.0,0,2646.0,+2,24.0,0,539.0,5.0,2175651.0,434948.0,Australia/Oceania,1855.0,192388.0,2.0,0.8,0,5.0,4822000.0,-40.900557,174.88597099999998,0.05591041061800083,98.1454005934718,0.8902077151335311,0.9643916913946587
135,180.0,Monaco,2514,+3,33.0,0,2469.0,0,12.0,1.0,63642.0,835.0,51953.0,1315199.0,Europe,16.0,1197.0,1.0,76.0,0,304.0,39000.0,43.750298,7.412841,6.446153846153846,98.21002386634845,0.47732696897374705,1.3126491646778042
136,186.0,St. Vincent Grenadines,2092,0,12.0,0,1856.0,0,224.0,2.0,18801.0,108.0,50891.0,457365.0,North America,53.0,9273.0,2.0,0,0,2013.0,111000.0,12.984305,-61.287228000000006,1.8846846846846848,88.7189292543021,10.707456978967496,0.5736137667304015
137,187.0,Saint Martin,2040,0,12.0,0,1399.0,0,629.0,7.0,51934.0,305.0,27588.0,702324.0,North America,19.0,3273.0,1.0,0,0,16013.0,39000.0,18.073099,-63.082198999999996,5.230769230769231,68.57843137254902,30.833333333333336,0.5882352941176471
138,189.0,Bhutan,1739,+15,1.0,0,1424.0,+8,314.0,0,2231.0,1.0,798573.0,1024412.0,Asia,448.0,779543.0,1.0,19.0,0,403.0,772000.0,27.514162,90.433601,0.22525906735751294,81.88614146060954,18.05635422656699,0.05750431282346176
139,193.0,Antigua and Barbuda,1263,0,42.0,0,1214.0,0,7.0,0,12798.0,426.0,16700.0,169222.0,North America,78.0,2350.0,6.0,0,0,71.0,98000.0,17.060816,-61.796428000000006,1.2887755102040817,96.12034837688044,0.5542359461599367,3.32541567695962
140,194.0,St. Barth,1005,0,1.0,0,462.0,0,542.0,0,101464.0,101.0,26385.0,2663806.0,North America,10.0,9905.0,0.0,0,0,54720.0,10000.0,17.896179999999998,-62.84978,10.05,45.97014925373134,53.93034825870647,0.09950248756218905
141,196.0,Faeroe Islands,752,+5,1.0,0,711.0,+2,40.0,0,15335.0,20.0,288905.0,5891572.0,Europe,65.0,49037.0,0.0,102.0,0,816.0,49000.0,61.892635,-6.9118059999999995,1.5346938775510204,94.54787234042553,5.319148936170213,0.13297872340425532
142,198.0,Cayman Islands,592,0,2.0,0,576.0,0,14.0,0,8910.0,30.0,100199.0,1508044.0,North America,112.0,33222.0,1.0,0,0,211.0,66000.0,19.513469,-80.566956,0.896969696969697,97.2972972972973,2.364864864864865,0.33783783783783783
143,202.0,Brunei,246,0,3.0,0,231.0,0,12.0,0,557.0,7.0,129279.0,292889.0,Asia,1794.0,147131.0,3.0,0,0,27.0,437000.0,4.535277,114.72766899999999,0.056292906178489706,93.90243902439023,4.878048780487805,1.2195121951219512
144,209.0,Macao,51,0,0.0,0,49.0,0,2.0,0,78.0,0,4483.0,6817.0,Asia,12894.0,0,147.0,0,0,3.0,649000.0,22.198745000000002,113.543873,0.00785824345146379,96.07843137254902,3.9215686274509802,0.0
145,222.0,China,91316,+16,4636.0,0,86267.0,+12,413.0,10.0,63.0,3.0,160000000.0,111163.0,Asia,15762.0,310467.0,9.0,0.01,0,0.3,1439324000.0,35.86166,104.195397,0.006344367216832346,94.4708484821937,0.45227561435016866,5.076875903456131
Total:,0,Total:,174973504,"+237,587",3771833.0,"+9,261",158775015.0,"+339,779",12426656.0,85382.0,22447.5,483.9,0,0,All,0,0,0,0,0,0,7794798728.999999,1.0,1.0,2.2447469150040193,90.74231890560984,7.102021572363322,2.1556595220268324
